Dividends for VTSMX: 02/16/2016-02/15/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/19/2014   0.826    66.881     55.24    185.43    0.298      67.179
12/17/2014   0.981    67.179     65.90    185.53    0.355      67.534
03/20/2015   0.934    67.534     63.08    194.32    0.325      67.858
06/19/2015   0.860    67.858     58.36    194.57    0.300      68.158
09/18/2015   0.911    68.158     62.09    180.57    0.344      68.502
12/18/2015   1.042    68.502     71.38    184.84    0.386      68.888
03/18/2016   0.962    68.888     66.27    188.97    0.351      69.239
06/20/2016   0.908    69.239     62.87    192.15    0.327      69.566
09/12/2016   0.852    69.566     59.27    199.17    0.298      69.864
12/21/2016   1.254    69.864     87.61    208.90    0.419      70.283
03/21/2017   0.961    70.283     67.54    216.27    0.312      70.596
06/22/2017   0.960    70.596     67.77    224.71    0.302      70.897
09/19/2017   1.129    70.897     80.04    231.32    0.346      71.243
12/22/2017   1.126    71.243     80.22    247.63    0.324      71.567
03/23/2018   1.028    71.567     73.57    238.91    0.308      71.875

Dividends for VTSMX: 03/05/2015-12/13/2017
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/25/2015   0.214   188.679     40.38     53.07    0.761     189.440
09/24/2015   0.233   189.440     44.14     48.55    0.909     190.349
12/18/2015   0.268   190.349     51.01     49.81    1.024     191.373
03/14/2016   0.222   191.373     42.48     49.92    0.851     192.224
06/13/2016   0.216   192.224     41.52     51.66    0.804     193.028
09/12/2016   0.250   193.028     48.26     53.84    0.896     193.924
12/19/2016   0.336   193.924     65.16     56.62    1.151     195.075
03/23/2017   0.247   195.075     48.18     58.48    0.824     195.899
06/20/2017   0.266   195.899     52.11     60.76    0.858     196.757
09/21/2017   0.253   196.757     49.78     62.41    0.798     197.554

Dividends for VFINX: 03/05/2015-12/13/2017
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/19/2015   0.860    51.422     44.22    194.57    0.227      51.649
09/18/2015   0.911    51.649     47.05    180.57    0.261      51.910
12/18/2015   1.042    51.910     54.09    184.84    0.293      52.202
03/18/2016   0.962    52.202     50.22    188.97    0.266      52.468
06/20/2016   0.908    52.468     47.64    192.15    0.248      52.716
09/12/2016   0.852    52.716     44.91    199.17    0.226      52.941
12/21/2016   1.254    52.941     66.39    208.90    0.318      53.259
03/21/2017   0.961    53.259     51.18    216.27    0.237      53.496
06/22/2017   0.960    53.496     51.36    224.71    0.229      53.725
09/19/2017   1.129    53.725     60.65    231.32    0.262      53.987

Dividends for VTSMX: 10/13/2014-02/26/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/22/2014   0.258   213.904     55.19     51.95    1.062     214.966
03/24/2015   0.232   214.966     49.87     52.78    0.945     215.911
06/25/2015   0.214   215.911     46.20     53.07    0.871     216.782
09/24/2015   0.233   216.782     50.51     48.55    1.040     217.822
12/18/2015   0.268   217.822     58.38     49.81    1.172     218.994
03/14/2016   0.222   218.994     48.62     49.92    0.974     219.968
06/13/2016   0.216   219.968     47.51     51.66    0.920     220.888
09/12/2016   0.250   220.888     55.22     53.84    1.026     221.913
12/19/2016   0.336   221.913     74.56     56.62    1.317     223.230
03/23/2017   0.247   223.230     55.14     58.48    0.943     224.173
06/20/2017   0.266   224.173     59.63     60.76    0.981     225.154
09/21/2017   0.253   225.154     56.96     62.41    0.913     226.067
12/20/2017   0.310   226.067     70.08     66.77    1.050     227.117

Dividends for VFINX: 10/13/2014-02/26/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/17/2014   0.981    57.770     56.67    185.53    0.305      58.076
03/20/2015   0.934    58.076     54.24    194.32    0.279      58.355
06/19/2015   0.860    58.355     50.19    194.57    0.258      58.613
09/18/2015   0.911    58.613     53.40    180.57    0.296      58.908
12/18/2015   1.042    58.908     61.38    184.84    0.332      59.240
03/18/2016   0.962    59.240     56.99    188.97    0.302      59.542
06/20/2016   0.908    59.542     54.06    192.15    0.281      59.823
09/12/2016   0.852    59.823     50.97    199.17    0.256      60.079
12/21/2016   1.254    60.079     75.34    208.90    0.361      60.440
03/21/2017   0.961    60.440     58.08    216.27    0.269      60.708
06/22/2017   0.960    60.708     58.28    224.71    0.259      60.968
09/19/2017   1.129    60.968     68.83    231.32    0.298      61.265
12/22/2017   1.126    61.265     68.98    247.63    0.279      61.544

Dividends for VTSMX: 05/25/2015-11/05/2017
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/25/2015   0.214   188.324     40.30     53.07    0.759     189.083
09/24/2015   0.233   189.083     44.06     48.55    0.907     189.991
12/18/2015   0.268   189.991     50.92     49.81    1.022     191.013
03/14/2016   0.222   191.013     42.40     49.92    0.849     191.862
06/13/2016   0.216   191.862     41.44     51.66    0.802     192.665
09/12/2016   0.250   192.665     48.17     53.84    0.895     193.559
12/19/2016   0.336   193.559     65.04     56.62    1.149     194.708
03/23/2017   0.247   194.708     48.09     58.48    0.822     195.530
06/20/2017   0.266   195.530     52.01     60.76    0.856     196.386
09/21/2017   0.253   196.386     49.69     62.41    0.796     197.182

Dividends for VFINX: 05/25/2015-11/05/2017
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/18/2015   0.911    51.385     46.81    180.57    0.259      51.644
12/18/2015   1.042    51.644     53.81    184.84    0.291      51.935
03/18/2016   0.962    51.935     49.96    188.97    0.264      52.200
06/20/2016   0.908    52.200     47.40    192.15    0.247      52.446
09/12/2016   0.852    52.446     44.68    199.17    0.224      52.671
12/21/2016   1.254    52.671     66.05    208.90    0.316      52.987
03/21/2017   0.961    52.987     50.92    216.27    0.235      53.222
06/22/2017   0.960    53.222     51.09    224.71    0.227      53.450
09/19/2017   1.129    53.450     60.34    231.32    0.261      53.710

Dividends for VTSMX: 07/18/2001-01/12/2006
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/21/2001   0.073   371.471     27.12     21.40    1.267     372.738
12/21/2001   0.092   372.738     34.29     25.59    1.340     374.078
03/22/2002   0.070   374.078     26.19     25.92    1.010     375.089
06/21/2002   0.060   375.089     22.51     22.58    0.997     376.085
09/27/2002   0.070   376.085     26.33     18.94    1.390     377.475
12/20/2002   0.093   377.475     35.11     20.38    1.723     379.198
03/28/2003   0.070   379.198     26.54     19.69    1.348     380.546
06/20/2003   0.070   380.546     26.64     22.89    1.164     381.710
09/26/2003   0.080   381.710     30.54     23.21    1.316     383.025
12/19/2003   0.107   383.025     40.98     25.45    1.610     384.636
03/26/2004   0.080   384.636     30.77     26.09    1.179     385.815
06/25/2004   0.090   385.815     34.72     26.67    1.302     387.117
09/24/2004   0.090   387.117     34.84     26.11    1.334     388.451
12/23/2004   0.185   388.451     71.86     28.68    2.506     390.957
03/23/2005   0.100   390.957     39.10     27.78    1.407     392.364
06/24/2005   0.090   392.364     35.31     28.42    1.243     393.607
09/23/2005   0.130   393.607     51.17     29.12    1.757     395.364
12/23/2005   0.153   395.364     60.49     30.46    1.986     397.350

Dividends for VFINX: 07/18/2001-01/12/2006
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/21/2001   0.320    89.638     28.68     89.08    0.322      89.960
12/28/2001   0.385    89.960     34.63    107.08    0.323      90.283
03/22/2002   0.290    90.283     26.18    105.96    0.247      90.530
06/21/2002   0.300    90.530     27.16     91.22    0.298      90.828
09/27/2002   0.350    90.828     31.79     76.37    0.416      91.244
12/27/2002   0.420    91.244     38.32     80.73    0.475      91.719
03/28/2003   0.300    91.719     27.52     79.69    0.345      92.064
06/20/2003   0.300    92.064     27.62     91.94    0.300      92.365
09/26/2003   0.360    92.365     33.25     92.08    0.361      92.726
12/26/2003   0.470    92.726     43.58    101.15    0.431      93.157
03/26/2004   0.360    93.157     33.54    102.30    0.328      93.485
06/25/2004   0.350    93.485     32.72    104.78    0.312      93.797
09/24/2004   0.410    93.797     38.46    102.55    0.375      94.172
12/23/2004   0.830    94.172     78.16    111.45    0.701      94.873
03/23/2005   0.430    94.873     40.80    107.99    0.378      95.251
06/24/2005   0.420    95.251     40.01    109.80    0.364      95.615
09/23/2005   0.530    95.615     50.68    111.93    0.453      96.068
12/28/2005   0.600    96.068     57.64    115.82    0.498      96.566

Dividends for VTSMX: 08/17/2000-07/31/2011
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/22/2000   0.090   297.177     26.75     32.94    0.812     297.989
12/20/2000   0.176   297.989     52.45     27.80    1.887     299.875
03/16/2001   0.070   299.875     20.99     25.38    0.827     300.702
06/22/2001   0.062   300.702     18.64     27.21    0.685     301.388
09/21/2001   0.073   301.388     22.00     21.40    1.028     302.416
12/21/2001   0.092   302.416     27.82     25.59    1.087     303.503
03/22/2002   0.070   303.503     21.25     25.92    0.820     304.323
06/21/2002   0.060   304.323     18.26     22.58    0.809     305.131
09/27/2002   0.070   305.131     21.36     18.94    1.128     306.259
12/20/2002   0.093   306.259     28.48     20.38    1.398     307.656
03/28/2003   0.070   307.656     21.54     19.69    1.094     308.750
06/20/2003   0.070   308.750     21.61     22.89    0.944     309.694
09/26/2003   0.080   309.694     24.78     23.21    1.067     310.762
12/19/2003   0.107   310.762     33.25     25.45    1.307     312.068
03/26/2004   0.080   312.068     24.97     26.09    0.957     313.025
06/25/2004   0.090   313.025     28.17     26.67    1.056     314.082
09/24/2004   0.090   314.082     28.27     26.11    1.083     315.164
12/23/2004   0.185   315.164     58.31     28.68    2.033     317.197
03/23/2005   0.100   317.197     31.72     27.78    1.142     318.339
06/24/2005   0.090   318.339     28.65     28.42    1.008     319.347
09/23/2005   0.130   319.347     41.52     29.12    1.426     320.773
12/23/2005   0.153   320.773     49.08     30.46    1.611     322.384
03/17/2006   0.120   322.384     38.69     31.57    1.225     323.609
06/23/2006   0.120   323.609     38.83     30.02    1.294     324.903
09/22/2006   0.120   324.903     38.99     31.50    1.238     326.141
12/21/2006   0.164   326.141     53.49     34.06    1.570     327.711
03/23/2007   0.140   327.711     45.88     34.75    1.320     329.031
06/22/2007   0.130   329.031     42.77     36.35    1.177     330.208
09/21/2007   0.150   330.208     49.53     36.72    1.349     331.557
12/19/2007   0.182   331.557     60.34     34.93    1.728     333.285
03/24/2008   0.145   333.285     48.33     32.44    1.490     334.774
06/23/2008   0.146   334.774     48.88     32.20    1.518     336.292
09/23/2008   0.138   336.292     46.41     29.09    1.595     337.888
12/19/2008   0.157   337.888     53.05     21.37    2.482     340.370
03/24/2009   0.131   340.370     44.59     19.48    2.289     342.659
06/23/2009   0.104   342.659     35.64     21.83    1.632     344.291
09/23/2009   0.113   344.291     38.90     26.20    1.485     345.776
12/21/2009   0.167   345.776     57.74     27.37    2.110     347.886
03/24/2010   0.107   347.886     37.22     28.97    1.285     349.171
06/23/2010   0.124   349.171     43.30     27.11    1.597     350.768
09/23/2010   0.137   350.768     48.06     27.89    1.723     352.491
12/21/2010   0.162   352.491     57.10     31.50    1.813     354.304
03/24/2011   0.128   354.304     45.35     32.90    1.378     355.682
06/23/2011   0.128   355.682     45.53     32.34    1.408     357.090

Dividends for VFINX: 08/17/2000-07/31/2011
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/22/2000   0.320    72.312     23.14    133.69    0.173      72.485
12/22/2000   0.370    72.485     26.82    120.52    0.223      72.707
03/16/2001   0.290    72.707     21.09    106.16    0.199      72.906
06/22/2001   0.280    72.906     20.41    113.09    0.181      73.087
09/21/2001   0.320    73.087     23.39     89.08    0.263      73.349
12/28/2001   0.385    73.349     28.24    107.08    0.264      73.613
03/22/2002   0.290    73.613     21.35    105.96    0.201      73.814
06/21/2002   0.300    73.814     22.14     91.22    0.243      74.057
09/27/2002   0.350    74.057     25.92     76.37    0.339      74.396
12/27/2002   0.420    74.396     31.25     80.73    0.387      74.784
03/28/2003   0.300    74.784     22.44     79.69    0.282      75.065
06/20/2003   0.300    75.065     22.52     91.94    0.245      75.310
09/26/2003   0.360    75.310     27.11     92.08    0.294      75.604
12/26/2003   0.470    75.604     35.53    101.15    0.351      75.956
03/26/2004   0.360    75.956     27.34    102.30    0.267      76.223
06/25/2004   0.350    76.223     26.68    104.78    0.255      76.478
09/24/2004   0.410    76.478     31.36    102.55    0.306      76.783
12/23/2004   0.830    76.783     63.73    111.45    0.572      77.355
03/23/2005   0.430    77.355     33.26    107.99    0.308      77.663
06/24/2005   0.420    77.663     32.62    109.80    0.297      77.960
09/23/2005   0.530    77.960     41.32    111.93    0.369      78.329
12/28/2005   0.600    78.329     47.00    115.82    0.406      78.735
03/17/2006   0.490    78.735     38.58    120.35    0.321      79.056
06/23/2006   0.480    79.056     37.95    114.60    0.331      79.387
09/22/2006   0.520    79.387     41.28    121.08    0.341      79.728
